media_R,media_G,media_B,media_H,media_S,media_V,hist_R_0,hist_R_1,hist_R_2,hist_R_3,hist_R_4,hist_R_5,hist_R_6,hist_R_7,hist_G_0,hist_G_1,hist_G_2,hist_G_3,hist_G_4,hist_G_5,hist_G_6,hist_G_7,hist_B_0,hist_B_1,hist_B_2,hist_B_3,hist_B_4,hist_B_5,hist_B_6,hist_B_7,media_gris,mediana_gris,varianza_gris,desv_std_gris,entropia,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,hog_mean,hog_std,area,perimetro,circularidad,compacidad,categoria,set
34.8560791015625,34.8560791015625,34.8560791015625,0.0,0.0,34.8560791015625,0.57806396,0.15228271,0.17779541,0.04260254,0.032287598,0.013793945,0.0031738281,0.0,0.57806396,0.15228271,0.17779541,0.04260254,0.032287598,0.013793945,0.0031738281,0.0,0.57806396,0.15228271,0.17779541,0.04260254,0.032287598,0.013793945,0.0031738281,0.0,34.8560791015625,4.0,1923.2985006421804,43.85542726552987,5.2702540121136385,0.029846191406067833,0.04382324218723252,0.02648925781233832,0.06829833984333314,0.11944580078052096,0.10473632812436073,0.04217529296849258,0.05816650390589498,0.4373168945285808,0.06970214843707456,0.114991345,0.12064315,6392.0,1267.1351724175438,0.0500265712941615,251.1939213356756,glioma,Training
38.99169921875,38.99169921875,38.99169921875,0.0,0.0,38.99169921875,0.4262085,0.37561035,0.15161133,0.030273438,0.012634277,0.0036010742,6.1035156e-05,0.0,0.4262085,0.37561035,0.15161133,0.030273438,0.012634277,0.0036010742,6.1035156e-05,0.0,0.4262085,0.37561035,0.15161133,0.030273438,0.012634277,0.0036010742,6.1035156e-05,0.0,38.99169921875,42.0,1074.9825971126556,32.78692722889194,6.12178445600784,0.05426025390591882,0.07446289062454552,0.039978027343505994,0.07995605468701199,0.14147949218663647,0.12329101562424749,0.06683349609334208,0.0913085937494427,0.20013427734252848,0.12829589843671693,0.13100736,0.103028394,8825.0,1731.4215357060589,0.03699294851129769,339.6963778251249,glioma,Training
43.572021484375,43.572021484375,43.572021484375,0.0,0.0,43.572021484375,0.41815186,0.32128906,0.17144775,0.054260254,0.023071289,0.010681152,0.0010986328,0.0,0.41815186,0.32128906,0.17144775,0.054260254,0.023071289,0.010681152,0.0010986328,0.0,0.41815186,0.32128906,0.17144775,0.054260254,0.023071289,0.010681152,0.0010986328,0.0,43.572021484375,45.0,1457.6732797026634,38.17948768255886,6.507111996340749,0.05102539062468856,0.07318115234330333,0.04345703124973476,0.08923339843695535,0.15917968749902844,0.11846923828052691,0.057250976562150564,0.07873535156201944,0.21093749999871253,0.11853027343677654,0.13083477,0.10324746,8454.0,1830.5464273870866,0.03170374827943988,396.3686092760381,glioma,Training
45.77093505859375,45.77093505859375,45.77093505859375,0.0,0.0,45.77093505859375,0.3843994,0.29162598,0.23236084,0.058166504,0.02142334,0.008911133,0.003112793,0.0,0.3843994,0.29162598,0.23236084,0.058166504,0.02142334,0.008911133,0.003112793,0.0,0.3843994,0.29162598,0.23236084,0.058166504,0.02142334,0.008911133,0.003112793,0.0,45.77093505859375,50.0,1493.4403881393373,38.645056451496316,6.28267816079676,0.04705810546846278,0.06701660156209097,0.037597656249770524,0.08642578124947249,0.164001464842749,0.11956787109302021,0.05718994140590094,0.08514404296823032,0.222656249998641,0.1133422851555582,0.12399385,0.11137011,8922.0,2056.889573137594,0.026500259678195037,474.1980179424069,glioma,Training
21.33624267578125,21.33624267578125,21.33624267578125,0.0,0.0,21.33624267578125,0.6090088,0.34014893,0.036071777,0.012268066,0.0021972656,0.00030517578,0.0,0.0,0.6090088,0.34014893,0.036071777,0.012268066,0.0021972656,0.00030517578,0.0,0.0,0.6090088,0.34014893,0.036071777,0.012268066,0.0021972656,0.00030517578,0.0,0.0,21.33624267578125,2.0,672.9916161559522,25.942081954923207,4.5841024189800095,0.038696289062263814,0.04663085937471539,0.02093505859362222,0.03796386718726828,0.08551025390572808,0.0731201171870537,0.03625488281227872,0.05554199218716099,0.5187988281218335,0.08654785156197176,0.11107029,0.1242625,6764.0,979.0458146424487,0.08867627317499008,141.71063086470963,glioma,Testing
46.492919921875,46.492919921875,46.492919921875,0.0,0.0,46.492919921875,0.3765869,0.25305176,0.30718994,0.035827637,0.01550293,0.010253906,0.0015258789,6.1035156e-05,0.3765869,0.25305176,0.30718994,0.035827637,0.01550293,0.010253906,0.0015258789,6.1035156e-05,0.3765869,0.25305176,0.30718994,0.035827637,0.01550293,0.010253906,0.0015258789,6.1035156e-05,46.492919921875,53.0,1417.4864000678062,37.64952058217749,6.193943938762802,0.05761718749964833,0.07574462890578769,0.04492187499972582,0.07513427734329141,0.13476562499917746,0.12237548828050307,0.06414794921835847,0.09289550781193301,0.19360351562381833,0.13879394531165287,0.128373,0.10629276,9910.0,1020.4072503561861,0.11960145057288682,105.0687140847096,glioma,Training
28.804443359375,28.804443359375,28.804443359375,0.0,0.0,28.804443359375,0.546875,0.33172607,0.09515381,0.01940918,0.006286621,0.0005493164,0.0,0.0,0.546875,0.33172607,0.09515381,0.01940918,0.006286621,0.0005493164,0.0,0.0,0.546875,0.33172607,0.09515381,0.01940918,0.006286621,0.0005493164,0.0,0.0,28.804443359375,21.0,923.0266990065575,30.381354463001767,5.494006071802663,0.03741455078102164,0.05596923828090839,0.037170410156023126,0.06939697265582644,0.11669921874928772,0.10351562499936819,0.051940917968432976,0.06951904296832569,0.36791992187275435,0.09045410156194791,0.13068543,0.103436425,7405.0,1267.5554826343268,0.05791632155958732,216.9745984546038,glioma,Training
32.1246337890625,32.1246337890625,32.1246337890625,0.0,0.0,32.1246337890625,0.62249756,0.12231445,0.15356445,0.0637207,0.03375244,0.003967285,0.00012207031,6.1035156e-05,0.62249756,0.12231445,0.15356445,0.0637207,0.03375244,0.003967285,0.00012207031,6.1035156e-05,0.62249756,0.12231445,0.15356445,0.0637207,0.03375244,0.003967285,0.00012207031,6.1035156e-05,32.1246337890625,4.0,1778.690765246749,42.17452744544684,5.226078827719796,0.03192138671855516,0.04803466796845682,0.027099609374834598,0.05743408203089945,0.10583496093685403,0.10028076171813793,0.03863525390601419,0.06182861328087263,0.45098876952849737,0.07794189453077428,0.11797139,0.11773075,5791.0,1081.0874452027913,0.062264682979175895,201.82180351840756,glioma,Testing
25.8917236328125,25.8917236328125,25.8917236328125,0.0,0.0,25.8917236328125,0.6413574,0.21398926,0.08959961,0.046325684,0.008239746,0.0004272461,0.0,6.1035156e-05,0.6413574,0.21398926,0.08959961,0.046325684,0.008239746,0.0004272461,0.0,6.1035156e-05,0.6413574,0.21398926,0.08959961,0.046325684,0.008239746,0.0004272461,0.0,6.1035156e-05,25.8917236328125,2.0,1210.8006541579962,34.79656095303092,4.859019500776316,0.03350830078104548,0.04217529296849258,0.021606445312368123,0.050964355468438936,0.09741210937440543,0.08563232421822733,0.03625488281227872,0.04895019531220123,0.5126342773406211,0.07086181640581748,0.11753551,0.11816591,5653.0,1223.082394568908,0.047487293693169966,264.625958589141,glioma,Training
34.67401123046875,34.67401123046875,34.67401123046875,0.0,0.0,34.67401123046875,0.58447266,0.1449585,0.17773438,0.057434082,0.023803711,0.009033203,0.0025024414,6.1035156e-05,0.58447266,0.1449585,0.17773438,0.057434082,0.023803711,0.009033203,0.0025024414,6.1035156e-05,0.58447266,0.1449585,0.17773438,0.057434082,0.023803711,0.009033203,0.0025024414,6.1035156e-05,34.67401123046875,5.0,1791.5974056385458,42.327265510998295,5.5232982998837965,0.03613281249977946,0.054565429687166954,0.02941894531232044,0.06286621093711629,0.11572265624929368,0.09838867187439948,0.04345703124973476,0.05957031249963641,0.41717529296620376,0.08270263671824522,0.12046101,0.115182124,6077.0,1344.337228564847,0.0422554420170781,297.39058484538646,glioma,Testing
